,verb,agency,power
1960,surf,agency_pos,
1961,surface,agency_pos,
1962,surge,agency_pos,
1963,surpass,agency_pos,power_agent
1964,surprise,agency_pos,power_equal
1965,surrender,agency_neg,power_agent
1966,surround,agency_pos,power_agent
1967,survey,agency_pos,power_equal
1968,survive,agency_neg,power_equal
1969,survives on,agency_pos,power_theme
1970,suspect,agency_pos,power_equal
1971,suspend,agency_pos,power_agent
1972,sustain,agency_pos,power_agent
1973,swallow,agency_pos,power_agent
1974,swap,agency_pos,power_agent
1975,swarm,agency_pos,
1976,swat,agency_pos,power_agent
1977,sway,agency_pos,power_agent
1978,swear,agency_pos,power_agent
1979,sweat,agency_neg,
1980,sweep,agency_pos,power_agent
1981,swell,agency_equal,
1982,swerve,agency_pos,
1983,swig,agency_pos,power_equal
1984,swim,agency_pos,
1985,swing,agency_pos,power_agent
1986,swipe,agency_pos,power_agent
1987,swirl,agency_pos,power_agent
1988,switch,agency_pos,power_agent
1989,swivel,agency_pos,power_agent
1990,swoop,agency_pos,
1991,tack,agency_pos,power_agent
1992,tackle,agency_pos,power_agent
1993,tag,agency_pos,power_agent
1994,tail,agency_pos,power_theme
1995,tailor,agency_pos,power_equal
1996,take,agency_pos,power_equal
1997,talk,agency_pos,
1998,talks to,agency_pos,power_equal
1999,tangle,agency_pos,power_agent
2000,tap,agency_equal,power_equal
2001,target,agency_pos,power_agent
2002,taste,agency_pos,power_agent
2003,tattoo,,power_agent
2004,tattoo,agency_pos,
2005,taunt,agency_pos,power_agent
2006,taxis,agency_pos,
2007,teach,agency_pos,power_agent
2008,tear,agency_pos,power_agent
2009,tease,agency_pos,power_agent
2010,teeter,agency_neg,
2011,telephone,agency_pos,power_equal
2012,tell,agency_pos,power_equal
2013,tempt,agency_pos,power_agent
2014,tend,agency_pos,power_agent
2015,tense,agency_pos,power_equal
2016,term,agency_pos,power_agent
2017,terminate,agency_pos,power_agent
2018,terrify,agency_pos,power_agent
2019,test,agency_pos,power_agent
2020,testify,agency_pos,power_equal
2021,tether,agency_pos,power_agent
2022,thank,agency_pos,power_theme
2023,thaw,agency_pos,power_agent
2024,thin,agency_pos,power_agent
2025,think,agency_pos,power_equal
2026,thrash,agency_pos,power_agent
2027,thread,agency_pos,
2028,threaten,agency_pos,power_agent
2029,thrill,agency_pos,power_agent
2030,throb,agency_neg,
2031,throttle,agency_pos,power_agent
2032,throw,agency_pos,power_agent
2033,thrust,agency_pos,power_agent
2034,thumb,agency_equal,
2035,thump,agency_pos,power_agent
2036,thunder,agency_pos,
2037,tickle,agency_pos,power_equal
2038,ticks off,agency_equal,power_equal
2039,tidy,agency_pos,power_agent
2040,tie,agency_pos,power_equal
2041,tighten,agency_pos,power_agent
2042,tilt,agency_pos,power_agent
2043,time,agency_pos,power_agent
2044,ting,agency_pos,
2045,tip,agency_pos,power_theme
2046,tiptoe,agency_pos,
2047,tire,agency_equal,power_agent
2048,toast,agency_pos,power_equal
2049,tolerate,agency_equal,power_equal
2050,top,agency_pos,power_agent
2051,topple,agency_pos,power_agent
2052,torment,agency_pos,power_agent
2053,torture,agency_pos,power_agent
2054,toss,agency_pos,power_agent
2055,total,agency_pos,power_agent
2056,touch,agency_pos,power_theme
2057,tow,agency_pos,power_agent
2058,tower,agency_neg,
2059,toys with,agency_pos,power_agent
2060,trace,agency_pos,power_theme
2061,track,agency_pos,power_agent
2062,trade,agency_pos,power_agent
2063,trail,agency_pos,power_equal
2064,train,agency_pos,power_agent
2065,trample,agency_pos,power_agent
2066,transfer,agency_pos,power_agent
2067,transfix,agency_pos,power_agent
2068,transform,agency_pos,power_agent
2069,translate,agency_pos,power_agent
2070,transmit,agency_pos,power_equal
2071,transport,agency_pos,power_agent
2072,trap,agency_pos,power_agent
2073,trash,agency_pos,power_agent
2074,travel,agency_pos,power_agent
2075,tread,agency_pos,
2076,treat,agency_pos,power_agent
2077,tremble,agency_neg,
2078,trick,agency_pos,power_agent
2079,trickle,agency_neg,
2080,trigger,agency_pos,power_agent
2081,trim,agency_pos,power_agent
2082,trip,agency_pos,power_agent
2083,trips on,agency_neg,power_theme
2084,trot,agency_pos,power_equal
2085,trouble,agency_pos,power_agent
2086,trudge,agency_pos,
2087,trust,agency_neg,power_theme
2088,try,agency_pos,power_equal
2089,tuck,agency_pos,power_equal
2090,tug,agency_pos,power_agent
2091,tumble,agency_pos,
2092,tune,agency_pos,power_agent
2093,turn,agency_pos,power_agent
2094,twinkle,agency_equal,
2095,twirl,agency_pos,power_agent
2096,twist,agency_pos,power_agent
2097,twitch,agency_neg,
2098,type,agency_pos,power_equal
2099,unbuckle,agency_pos,power_agent
2100,unbutton,agency_pos,power_agent
2101,uncover,agency_pos,power_agent
2102,underestimate,agency_equal,power_theme
2103,undergo,,power_theme
2104,undergo,agency_neg,
2105,underlie,agency_neg,power_agent
2106,undermine,agency_pos,power_agent
2107,underscore,agency_pos,power_agent
2108,understand,agency_equal,power_agent
2109,undertake,agency_pos,power_theme
2110,undo,agency_pos,power_agent
2111,undress,agency_pos,power_agent
2112,undulate,agency_pos,
2113,unfold,agency_pos,power_agent
2114,unhook,agency_pos,power_agent
2115,unite,agency_pos,power_agent
2116,unleash,agency_pos,power_agent
2117,unload,agency_pos,power_theme
2118,unlock,agency_pos,power_equal
2119,unnerve,agency_pos,power_agent
2120,unpack,agency_pos,power_agent
2121,unravel,,power_agent
2122,unroll,agency_pos,power_agent
2123,unscrew,agency_pos,power_agent
2124,untie,agency_pos,power_agent
2125,unveil,agency_pos,power_agent
2126,unwrap,agency_pos,power_agent
2127,unzip,agency_pos,power_agent
2128,upbore,agency_pos,power_equal
2129,uphold,agency_pos,power_theme
2130,upset,agency_pos,power_agent
2131,urge,agency_pos,power_equal
2132,use,agency_pos,power_agent
2133,usher,agency_equal,power_agent
2134,utter,agency_pos,power_equal
2135,value,agency_neg,power_theme
2136,vanish,agency_neg,
2137,vary,agency_neg,
2138,vault,agency_pos,power_agent
2139,veer,agency_pos,
2140,vent,agency_pos,power_equal
2141,venture,agency_pos,
2142,verify,agency_equal,power_agent
2143,veto,,power_agent
2144,veto,agency_pos,
2145,vibrate,agency_pos,power_agent
2146,view,agency_neg,power_equal
2147,violate,agency_pos,power_agent
2148,visit,agency_pos,power_theme
2149,voice,agency_pos,power_equal
2150,volunteer,agency_pos,power_equal
2151,vote,agency_pos,power_theme
2152,vow,agency_pos,power_equal
2153,wad,agency_pos,power_agent
2154,waft,agency_pos,power_agent
2155,wag,agency_pos,power_agent
2156,wail,agency_neg,
2157,wait,agency_neg,power_theme
2158,wake,agency_pos,power_agent
2159,walk,agency_pos,power_agent
2160,wall,agency_pos,power_agent
2161,waltz,agency_pos,
2162,wander,agency_neg,
2163,want,agency_neg,power_theme
2164,warm,agency_pos,power_agent
2165,warn,agency_pos,power_agent
2166,warrant,agency_equal,power_agent
2167,wash,agency_pos,power_agent
2168,waste,agency_equal,power_agent
2169,watch,agency_equal,power_agent
2170,water,agency_pos,power_agent
2171,wave,agency_pos,power_equal
2172,waver,agency_equal,
2173,weaken,agency_pos,power_agent
2174,wear,agency_pos,power_agent
2175,weather,agency_pos,power_theme
2176,weave,agency_pos,power_agent
2177,wed,agency_pos,power_equal
2178,wedge,agency_pos,power_agent
2179,weep,agency_neg,
2180,weigh,agency_equal,power_agent
2181,welcome,agency_pos,power_equal
2182,weld,,power_agent
2183,well,agency_equal,
2184,wet,agency_pos,power_agent
2185,whack,agency_pos,power_agent
2186,wheel,agency_pos,power_agent
2187,wheeze,agency_equal,
2188,whimper,agency_neg,
2189,whine,agency_equal,
2190,whip,agency_pos,power_agent
2191,whir,agency_pos,
2192,whirl,agency_pos,power_agent
2193,whisk,agency_pos,power_agent
2194,whisper,agency_pos,power_equal
2195,whistle,agency_pos,
2196,whoop,agency_equal,
2197,widen,agency_pos,power_agent
2198,wield,agency_pos,power_agent
2199,wiggle,agency_pos,power_equal
2200,will,agency_pos,power_agent
2201,win,agency_pos,power_agent
2202,wince,agency_neg,
2203,wind,agency_pos,power_agent
2204,wink,agency_equal,
2205,wipe,agency_pos,power_agent
2206,wire,agency_pos,power_agent
2207,wish,agency_neg,power_theme
2208,wist,agency_neg,power_agent
2209,withdraw,agency_pos,power_agent
2210,wither,agency_neg,
2211,withhold,agency_pos,power_agent
2212,witness,agency_neg,power_theme
2213,wobble,agency_neg,
2214,wonder,agency_neg,power_theme
2215,work,agency_pos,
2216,worry,agency_neg,power_equal
2217,worsen,agency_pos,power_agent
2218,worship,agency_pos,power_theme
2219,wound,agency_pos,power_agent
2220,wrack,agency_pos,power_equal
2221,wrap,agency_pos,power_equal
2222,wreck,agency_pos,power_agent
2223,wrench,agency_pos,
2224,wrestle,agency_pos,
2225,wriggle,agency_pos,
2226,wring,agency_pos,power_agent
2227,write,agency_pos,power_agent
2228,writhe,agency_equal,
2229,wrong,agency_pos,power_agent
2230,yank,agency_pos,power_agent
2231,yawn,agency_equal,
2232,yell,agency_pos,
2233,yelp,agency_pos,
2234,yield,agency_equal,power_agent
2235,zap,agency_pos,power_agent
2236,zip,agency_pos,
2237,zoom,agency_pos,
